country,location_name,latitude,longitude,timezone,last_updated_epoch,last_updated,temperature_celsius,temperature_fahrenheit,condition_text,humidity,cloud,sunrise,sunset,moonrise,moonset
Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,1694558700,13/09/2023 00:45,14,57.2,Clear,63,0,6:17 am,6:09 pm,4:57 am,4:01 pm
Brazil,Bras,-2.08,-58.17,America/Manaus,1694558700,12/09/2023 18:45,33,91.4,Clear,35,18,5:47 am,5:52 pm,4:06 am,4:21 pm
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,1694558700,13/09/2023 06:45,25,77,Partly cloudy,100,75,6:12 am,6:21 pm,4:01 am,4:37 pm
Bulgaria,Sofia,42.68,23.32,Europe/Sofia,1694558700,13/09/2023 01:45,15,59,Clear,63,0,7:03 am,7:43 pm,4:03 am,7:00 pm
Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,1694558700,12/09/2023 22:45,30,86,Partly cloudy,79,25,5:56 am,6:09 pm,3:50 am,4:47 pm
Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,1694558700,13/09/2023 00:45,23.2,73.8,Clear,73,12,5:57 am,6:01 pm,4:07 am,4:18 pm
Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,1694558700,13/09/2023 01:45,21.5,70.7,Clear,72,19,5:55 am,5:47 pm,4:32 am,3:36 pm
Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,1694558700,12/09/2023 21:45,27,80.6,Partly cloudy,89,75,6:22 am,6:38 pm,4:17 am,5:21 pm
Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,1694558700,13/09/2023 05:45,26,78.8,Partly cloudy,89,50,5:50 am,6:03 pm,3:32 am,4:28 pm
Cameroon,Bafoussam,5.47,10.42,Africa/Douala,1694558700,12/09/2023 23:45,16.2,61.2,Partly cloudy,94,57,6:10 am,6:19 pm,4:12 am,4:48 pm
Canada,Ottawa,45.42,-75.7,America/Toronto,1694558700,12/09/2023 18:45,19,66.2,Light rain,88,100,6:37 am,7:20 pm,3:49 am,6:49 pm
Central African Republic,Bangui,4.37,18.58,Africa/Bangui,1694558700,12/09/2023 23:45,25,77,Partly cloudy,94,25,5:38 am,5:47 pm,3:40 am,4:13 pm
Chad,N'djamena,12.11,15.05,Africa/Douala,1694558700,12/09/2023 23:45,27,80.6,Partly cloudy,79,25,5:49 am,6:03 pm,3:42 am,4:38 pm
Chile,Santiago,-33.45,-70.67,America/Santiago,1694558700,12/09/2023 19:45,13,55.4,Partly cloudy,62,25,7:46 am,7:33 pm,6:49 am,5:27 pm
China,Beijing,39.93,116.39,Asia/Shanghai,1694558700,13/09/2023 06:45,15,59,Sunny,100,0,5:52 am,6:29 pm,2:43 am,5:34 pm
Bulgaria,Bogot,43.32,24.7,Europe/Sofia,1694558700,13/09/2023 01:45,19.4,66.9,Clear,46,0,6:57 am,7:38 pm,3:56 am,6:55 pm
Comoros,Moroni,-11.7,43.24,Indian/Comoro,1694558700,13/09/2023 01:45,21.2,70.2,Clear,72,6,6:04 am,6:03 pm,4:23 am,4:09 pm
Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,1694558700,12/09/2023 23:45,26,78.8,Clear,65,0,5:53 am,5:57 pm,4:06 am,4:15 pm
Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,1694558700,12/09/2023 16:45,22,71.6,Fog,100,75,5:27 am,5:39 pm,3:36 am,4:23 pm
Croatia,Zagreb,45.8,16,Europe/Zagreb,1694558700,13/09/2023 00:45,16,60.8,Clear,88,0,6:30 am,7:14 pm,3:24 am,6:37 pm
Cuba,Havana,23.13,-82.36,America/Havana,1694558700,12/09/2023 18:45,31,87.8,Partly cloudy,66,75,7:15 am,7:36 pm,5:07 am,6:33 pm
Cyprus,Nicosia,35.17,33.37,Asia/Famagusta,1694558700,13/09/2023 01:45,23,73.4,Clear,61,0,6:27 am,6:59 pm,3:42 am,6:01 pm
Czech Republic,Prague,50.08,14.47,Europe/Prague,1694558700,13/09/2023 00:45,21,69.8,Clear,64,0,6:33 am,7:23 pm,3:14 am,6:57 pm
Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville,1694558700,12/09/2023 23:45,26,78.8,Clear,65,0,5:53 am,5:57 pm,4:06 am,4:15 pm
Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen,1694558700,13/09/2023 00:45,16,60.8,Moderate rain,94,75,6:35 am,7:36 pm,2:54 am,7:27 pm
Djibouti,Djibouti,11.6,43.15,Africa/Djibouti,1694558700,13/09/2023 01:45,35,95,Mist,53,0,5:57 am,6:10 pm,3:47 am,4:42 pm
Dominica,Roseau,15.3,-61.4,America/Dominica,1694558700,12/09/2023 18:45,29,84.2,Partly cloudy,79,25,5:54 am,6:10 pm,3:54 am,4:57 pm
Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo,1694558700,12/09/2023 18:45,30,86,Partly cloudy,79,50,6:27 am,6:45 pm,4:23 am,5:36 pm
Ecuador,Quito,-0.22,-78.5,America/Guayaquil,1694558700,12/09/2023 17:45,14.9,58.8,Thundery outbreaks possible,79,46,6:07 am,6:13 pm,4:27 am,4:47 pm
Egypt,Cairo,30.05,31.25,Africa/Cairo,1694558700,13/09/2023 01:45,27,80.6,Clear,74,0,6:37 am,7:05 pm,4:02 am,6:00 pm
El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,1694558700,12/09/2023 16:45,29,84.2,Partly cloudy,75,25,5:46 am,6:00 pm,3:51 am,4:49 pm
Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,1694558700,12/09/2023 23:45,24.7,76.5,Cloudy,89,68,6:17 am,6:25 pm,4:21 am,4:53 pm
Eritrea,Asmara,15.33,38.93,Africa/Asmara,1694558700,13/09/2023 01:45,17.5,63.5,Clear,68,7,6:12 am,6:28 pm,3:58 am,5:05 pm
Estonia,Tallinn,59.43,24.73,Europe/Tallinn,1694558700,13/09/2023 01:45,16,60.8,Clear,94,0,6:42 am,7:52 pm,2:36 am,7:57 pm
Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,1694558700,13/09/2023 00:45,7.7,45.9,Overcast,81,100,5:57 am,5:48 pm,4:38 am,3:37 pm
Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,1694558700,13/09/2023 01:45,15,59,Partly cloudy,94,75,6:15 am,6:27 pm,4:09 am,4:57 pm
Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,1694558700,13/09/2023 10:45,27,80.6,Partly cloudy,74,75,6:05 am,6:01 pm,4:18 am,3:40 pm
Finland,Helsinki,60.18,24.93,Europe/Helsinki,1694558700,13/09/2023 01:45,18,64.4,Light rain shower,94,75,6:40 am,7:52 pm,2:29 am,8:01 pm
France,Paris,48.87,2.33,Europe/Paris,1694558700,13/09/2023 00:45,18,64.4,Fog,100,75,7:23 am,8:11 pm,4:09 am,7:42 pm
Gabon,Libreville,0.38,9.45,Africa/Libreville,1694558700,12/09/2023 23:45,25,77,Partly cloudy,89,75,6:15 am,6:22 pm,4:23 am,4:45 pm
Gambia,Banjul,13.45,-16.58,Africa/Banjul,1694558700,12/09/2023 22:45,28,82.4,Partly cloudy,84,50,6:55 am,7:10 pm,4:51 am,5:50 pm
Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,1694558700,13/09/2023 02:45,14,57.2,Clear,94,0,6:37 am,7:17 pm,3:37 am,6:30 pm
Germany,Berlin,52.52,13.4,Europe/Berlin,1694558700,13/09/2023 00:45,20,68,Clear,73,0,6:35 am,7:30 pm,3:07 am,7:10 pm
Ghana,Accra,5.55,-0.22,Africa/Accra,1694558700,12/09/2023 22:45,22,71.6,Light rain,100,75,5:52 am,6:02 pm,3:56 am,4:32 pm
Greece,Athens,37.98,23.72,Europe/Athens,1694558700,13/09/2023 01:45,22,71.6,Clear,41,0,7:04 am,7:39 pm,4:15 am,6:47 pm
Grenada,Saint George's,12.05,-61.75,America/Grenada,1694558700,12/09/2023 18:45,30,86,Partly cloudy,79,25,5:56 am,6:10 pm,4:00 am,4:54 pm
Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,1694558700,12/09/2023 16:45,25,77,Partly cloudy,57,50,5:51 am,6:06 pm,3:55 am,4:55 pm
Guinea,Conakry,9.51,-13.71,Africa/Conakry,1694558700,12/09/2023 22:45,28,82.4,Partly cloudy,89,50,6:45 am,6:57 pm,4:45 am,5:33 pm
Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,1694558700,12/09/2023 22:45,27,80.6,Partly cloudy,89,25,6:52 am,7:06 pm,4:49 am,5:44 pm
Guyana,Georgetown,6.8,-58.17,America/Guyana,1694558700,12/09/2023 18:45,30,86,Partly cloudy,70,50,5:44 am,5:54 pm,3:53 am,4:32 pm
Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,1694558700,12/09/2023 18:45,31,87.8,Partly cloudy,75,25,6:36 am,6:54 pm,4:33 am,5:46 pm
Vatican City,Vatican City,41.9,12.45,Europe/Rome,1694558700,13/09/2023 00:45,21,69.8,Clear,73,0,6:47 am,7:26 pm,3:51 am,6:42 pm
Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,1694558700,12/09/2023 16:45,29,84.2,Partly cloudy,52,50,5:38 am,5:53 pm,3:42 am,4:41 pm
Hungary,Budapest,47.5,19.08,Europe/Budapest,1694558700,13/09/2023 00:45,17,62.6,Clear,72,0,6:16 am,7:03 pm,3:05 am,6:30 pm
Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,1694558700,12/09/2023 22:45,6.9,44.4,Overcast,72,100,6:35 am,7:59 pm,2:05 am,8:27 pm
India,New Delhi,28.6,77.2,Asia/Kolkata,1694558700,13/09/2023 04:15,28,82.4,Mist,89,50,6:04 am,6:30 pm,3:25 am,5:20 pm
Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,1694558700,13/09/2023 05:45,24,75.2,Partly cloudy,83,50,5:48 am,5:51 pm,3:52 am,3:55 pm
Iran,Tehran,35.73,51.33,Asia/Tehran,1694558700,13/09/2023 02:15,24,75.2,Clear,27,0,5:45 am,6:17 pm,2:56 am,5:20 pm
Iraq,Baghdad,33.34,44.39,Asia/Baghdad,1694558700,13/09/2023 01:45,31,87.8,Clear,22,0,5:44 am,6:13 pm,3:00 am,5:13 pm
Ireland,Dublin,53.33,-6.25,Europe/Dublin,1694558700,12/09/2023 23:45,7,44.6,Clear,93,0,6:53 am,7:49 pm,3:26 am,7:33 pm
Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,1694558700,13/09/2023 01:45,28,82.4,Moderate or heavy rain with thunder,74,75,6:21 am,6:49 pm,3:42 am,5:47 pm
Italy,Rome,41.9,12.48,Europe/Rome,1694558700,13/09/2023 00:45,21,69.8,Clear,73,0,6:47 am,7:26 pm,3:51 am,6:41 pm
Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,1694558700,12/09/2023 17:45,33,91.4,Partly cloudy,71,25,5:55 am,6:12 pm,3:53 am,5:03 pm
Japan,Tokyo,35.69,139.69,Asia/Tokyo,1694558700,13/09/2023 07:45,27,80.6,Partly cloudy,84,25,5:21 am,5:54 pm,2:18 am,4:49 pm
Jordan,Amman,31.95,35.93,Asia/Amman,1694558700,13/09/2023 01:45,26,78.8,Overcast,34,0,6:18 am,6:47 pm,3:39 am,5:45 pm
Kazakhstan,Astana,51.18,71.43,Asia/Almaty,1694558700,13/09/2023 04:45,9,48.2,Overcast,87,100,6:44 am,7:37 pm,3:10 am,7:11 pm
Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,1694558700,13/09/2023 01:45,18,64.4,Partly cloudy,68,50,6:26 am,6:32 pm,4:33 am,4:50 pm
Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,1694558700,13/09/2023 10:45,28.9,84,Partly cloudy,70,46,6:35 am,6:41 pm,4:25 am,4:44 pm
Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,1694558700,13/09/2023 01:45,36.1,97,Clear,29,0,5:31 am,5:58 pm,2:54 am,4:51 pm
Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek,1694558700,13/09/2023 04:45,12.9,55.2,Partly cloudy,53,45,6:37 am,7:18 pm,3:29 am,6:31 pm
Indonesia,Laos,-8.18,114.32,Asia/Jakarta,1694558700,13/09/2023 05:45,21.2,70.2,Cloudy,93,66,5:19 am,5:20 pm,3:25 am,3:21 pm
Latvia,Riga,56.95,24.1,Europe/Riga,1694558700,13/09/2023 01:45,16,60.8,Fog,94,0,6:47 am,7:51 pm,2:57 am,7:47 pm
Lebanon,Beirut,33.87,35.51,Asia/Beirut,1694558700,13/09/2023 01:45,29,84.2,Clear,43,0,6:19 am,6:49 pm,3:36 am,5:50 pm
Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg,1694558700,13/09/2023 00:45,6.8,44.2,Clear,36,5,6:12 am,6:01 pm,4:59 am,3:46 pm
Liberia,Monrovia,6.31,-10.8,Africa/Monrovia,1694558700,12/09/2023 22:45,24,75.2,Patchy light rain with thunder,94,75,6:34 am,6:45 pm,4:38 am,5:17 pm
Thailand,Nan,18.78,100.78,Asia/Bangkok,1694558700,13/09/2023 05:45,25,77,Partly cloudy,94,25,6:04 am,6:22 pm,3:36 am,4:56 pm
Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz,1694558700,13/09/2023 00:45,20,68,Overcast,73,100,6:55 am,7:41 pm,3:46 am,7:08 pm
Lithuania,Vilnius,54.68,25.32,Europe/Vilnius,1694558700,13/09/2023 01:45,16,60.8,Clear,77,0,6:45 am,7:44 pm,3:06 am,7:31 pm
Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg,1694558700,13/09/2023 00:45,17,62.6,Partly cloudy,94,75,7:07 am,7:56 pm,3:51 am,7:30 pm
Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo,1694558700,13/09/2023 01:45,13,55.4,Partly cloudy,94,25,5:49 am,5:44 pm,4:17 am,3:41 pm
Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre,1694558700,13/09/2023 00:45,21.2,70.2,Clear,64,12,5:42 am,5:41 pm,4:06 am,3:45 pm
Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur,1694558700,13/09/2023 06:45,28,82.4,Partly cloudy,79,25,7:06 am,7:14 pm,4:58 am,5:30 pm
Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives,1694558700,13/09/2023 03:45,28.1,82.6,Partly cloudy,74,27,5:58 am,6:08 pm,3:51 am,4:30 pm
Mali,Bamako,12.65,-8,Africa/Bamako,1694558700,12/09/2023 22:45,28,82.4,Clear,89,0,6:21 am,6:35 pm,4:16 am,5:14 pm
Malta,Valletta,35.9,14.51,Europe/Malta,1694558700,13/09/2023 00:45,23,73.4,Clear,78,0,6:42 am,7:14 pm,3:59 am,6:20 pm
Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro,1694558700,13/09/2023 10:45,31,87.8,Partly cloudy,71,75,6:25 am,6:36 pm,4:04 am,4:48 pm
Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott,1694558700,12/09/2023 22:45,28,82.4,Clear,75,11,6:51 am,7:09 pm,4:41 am,5:54 pm
Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius,1694558700,13/09/2023 02:45,22,71.6,Partly cloudy,88,50,6:09 am,6:04 pm,4:39 am,3:57 pm
Mexico,Mexico City,19.43,-99.13,America/Mexico_City,1694558700,12/09/2023 16:45,26,78.8,Partly cloudy,20,75,6:23 am,6:42 pm,4:23 am,5:37 pm
Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei,1694558700,13/09/2023 09:45,29,84.2,Overcast,84,100,6:18 am,6:29 pm,3:59 am,4:42 pm
Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk,1694558700,13/09/2023 05:45,14,57.2,Partly cloudy,66,48,6:11 am,7:05 pm,2:30 am,6:39 pm
Monaco,Monaco,43.73,7.42,Europe/Monaco,1694558700,13/09/2023 00:45,24,75.2,Partly cloudy,74,75,7:06 am,7:47 pm,4:06 am,7:07 pm
Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar,1694558700,13/09/2023 06:45,-1,30.2,Sunny,93,0,6:24 am,7:12 pm,2:55 am,6:35 pm
Montenegro,Podgorica,42.44,19.26,Europe/Podgorica,1694558700,13/09/2023 00:45,20,68,Clear,73,0,6:19 am,6:59 pm,3:21 am,6:15 pm
Morocco,Rabat,34.03,-6.84,Africa/Casablanca,1694558700,12/09/2023 23:45,19,66.2,Clear,94,0,7:08 am,7:39 pm,4:32 am,6:43 pm
Mozambique,Maputo,-25.97,32.59,Africa/Maputo,1694558700,13/09/2023 00:45,16,60.8,Partly cloudy,72,75,5:51 am,5:42 pm,4:32 am,3:31 pm
Myanmar,Pathein,16.78,94.73,Asia/Yangon,1694558700,13/09/2023 05:15,24.3,75.7,Moderate or heavy rain shower,96,82,5:59 am,6:16 pm,3:35 am,4:48 pm
Namibia,Windhoek,-22.57,17.08,Africa/Windhoek,1694558700,13/09/2023 00:45,12,53.6,Clear,15,0,6:52 am,6:45 pm,5:29 am,4:41 pm
Turkey,Yaren,39.55,27.62,Europe/Istanbul,1694558700,13/09/2023 01:45,19,66.2,Clear,68,0,6:47 am,7:24 pm,3:55 am,6:34 pm
Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu,1694558700,13/09/2023 04:30,20,68,Moderate or heavy rain with thunder,100,75,5:48 am,6:12 pm,3:08 am,5:00 pm
Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam,1694558700,13/09/2023 00:45,19,66.2,Moderate rain,88,25,7:09 am,8:03 pm,3:44 am,7:44 pm
New Zealand,Wellington,-41.3,174.78,Pacific/Auckland,1694558700,13/09/2023 10:45,15,59,Sunny,44,0,6:28 am,6:07 pm,5:28 am,3:05 pm
Nicaragua,Managua,12.15,-86.27,America/Managua,1694558700,12/09/2023 16:45,34,93.2,Partly cloudy,60,50,5:35 am,5:48 pm,3:41 am,4:34 pm
Niger,Niamey,13.52,2.12,Africa/Niamey,1694558700,12/09/2023 23:45,33,91.4,Clear,63,0,6:40 am,6:55 pm,4:33 am,5:34 pm
Nigeria,Abuja,9.18,7.18,Africa/Lagos,1694558700,12/09/2023 23:45,25,77,Partly cloudy,94,25,6:21 am,6:33 pm,4:19 am,5:07 pm
North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang,1694558700,13/09/2023 07:45,19.5,67.1,Partly cloudy,80,36,6:15 am,6:51 pm,3:07 am,5:53 pm
Macedonia,Skopje,42,21.43,Europe/Skopje,1694558700,13/09/2023 00:45,17,62.6,Clear,63,0,6:11 am,6:50 pm,3:13 am,6:05 pm
Norway,Oslo,59.92,10.75,Europe/Oslo,1694558700,13/09/2023 00:45,10,50,Partly cloudy,66,75,6:37 am,7:48 pm,2:31 am,7:56 pm
Oman,Muscat,23.61,58.59,Asia/Muscat,1694558700,13/09/2023 02:45,30,86,Clear,84,0,5:51 am,6:13 pm,3:22 am,4:57 pm
Pakistan,Islamabad,33.7,73.17,Asia/Karachi,1694558700,13/09/2023 03:45,27.2,81,Clear,53,19,5:48 am,6:19 pm,3:00 am,5:16 pm
Palau,Adkip,7.36,134.51,Pacific/Palau,1694558700,13/09/2023 07:45,25,77,Partly cloudy,94,75,5:53 am,6:04 pm,3:36 am,4:20 pm
Bolivia,National,-11.18,-67.08,America/La_Paz,1694558700,12/09/2023 18:45,31.6,88.9,Sunny,47,24,6:24 am,6:25 pm,4:56 am,4:46 pm
Panama,Panama City,8.97,-79.53,America/Panama,1694558700,12/09/2023 17:45,28,82.4,Moderate or heavy rain shower,89,50,6:08 am,6:20 pm,4:18 am,5:03 pm
Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby,1694558700,13/09/2023 08:45,26,78.8,Mist,70,75,6:07 am,6:08 pm,4:11 am,4:03 pm
Paraguay,Carreria,-21.55,-58.12,America/Asuncion,1694558700,12/09/2023 18:45,28.1,82.6,Clear,57,11,5:52 am,5:46 pm,4:35 am,3:54 pm
Peru,Lima,-12.05,-77.05,America/Lima,1694558700,12/09/2023 17:45,19.1,66.4,Partly cloudy,76,47,6:05 am,6:04 pm,4:38 am,4:26 pm
Philippines,Manila,14.6,120.98,Asia/Manila,1694558700,13/09/2023 06:45,26,78.8,Partly cloudy,94,50,5:45 am,6:00 pm,3:20 am,4:27 pm
Poland,Warsaw,52.25,21,Europe/Warsaw,1694558700,13/09/2023 00:45,18,64.4,Clear,83,0,6:05 am,6:59 pm,2:36 am,6:38 pm
Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,1694558700,12/09/2023 23:45,19,66.2,Partly cloudy,88,25,7:15 am,7:50 pm,4:30 am,7:02 pm
Qatar,Doha,25.29,51.53,Asia/Qatar,1694558700,13/09/2023 01:45,34,93.2,Clear,75,0,5:19 am,5:42 pm,2:48 am,4:29 pm
Romania,Bucharest,44.43,26.1,Europe/Bucharest,1694558700,13/09/2023 01:45,18,64.4,Clear,68,0,6:50 am,7:33 pm,3:46 am,6:53 pm
Russia,Moscow,55.75,37.62,Europe/Moscow,1694558700,13/09/2023 01:45,8,46.4,Clear,100,0,5:55 am,6:56 pm,2:07 am,6:46 pm
Rwanda,Kigali,-1.95,30.06,Africa/Kigali,1694558700,13/09/2023 00:45,18,64.4,Partly cloudy,100,50,5:54 am,5:59 pm,4:02 am,4:17 pm
Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,1694558700,12/09/2023 18:45,30,86,Partly cloudy,75,25,5:59 am,6:15 pm,3:56 am,5:05 pm
Saint Lucia,Castries,14,-61,America/St_Lucia,1694558700,12/09/2023 18:45,30,86,Partly cloudy,75,25,5:53 am,6:08 pm,3:54 am,4:53 pm
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,1694558700,12/09/2023 18:45,29.1,84.4,Partly cloudy,72,37,5:54 am,6:08 pm,3:56 am,4:53 pm
Samoa,Apia,-13.83,-171.73,Pacific/Apia,1694558700,13/09/2023 11:45,31,87.8,Partly cloudy,75,75,6:24 am,6:22 pm,4:30 am,4:06 pm
San Marino,San Marino,43.93,12.45,Europe/Rome,1694558700,13/09/2023 00:45,20,68,Clear,78,0,6:45 am,7:27 pm,3:45 am,6:47 pm
Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,1694558700,13/09/2023 00:45,19,66.2,Mist,88,50,7:12 am,8:04 pm,3:50 am,7:42 pm
Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,1694558700,13/09/2023 01:45,31,87.8,Clear,17,0,5:38 am,6:00 pm,3:09 am,4:47 pm
Senegal,Dakar,14.67,-17.44,Africa/Dakar,1694558700,12/09/2023 22:45,27,80.6,Partly cloudy,89,50,6:58 am,7:14 pm,4:52 am,5:56 pm
Serbia,Belgrade,44.8,20.47,Europe/Belgrade,1694558700,13/09/2023 00:45,22,71.6,Clear,50,0,6:13 am,6:55 pm,3:09 am,6:17 pm
Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe,1694558700,13/09/2023 02:45,27,80.6,Partly cloudy,79,25,6:13 am,6:16 pm,4:21 am,4:29 pm
Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown,1694558700,12/09/2023 22:45,28,82.4,Partly cloudy,84,75,6:43 am,6:55 pm,4:45 am,5:30 pm
Singapore,Singapore,1.29,103.86,Asia/Singapore,1694558700,13/09/2023 06:45,28,82.4,Clear,84,0,6:57 am,7:05 pm,4:52 am,5:18 pm
Slovakia,Bratislava,48.15,17.12,Europe/Bratislava,1694558700,13/09/2023 00:45,19,66.2,Clear,83,0,6:24 am,7:11 pm,3:11 am,6:40 pm
Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana,1694558700,13/09/2023 00:45,15,59,Clear,100,0,6:36 am,7:20 pm,3:29 am,6:44 pm
Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal,1694558700,13/09/2023 09:45,26,78.8,Partly cloudy,84,75,6:16 am,6:17 pm,4:19 am,4:10 pm
Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu,1694558700,13/09/2023 01:45,25.1,77.2,Clear,85,8,5:51 am,5:59 pm,3:53 am,4:20 pm
South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg,1694558700,13/09/2023 00:45,8,46.4,Clear,61,0,6:08 am,5:59 pm,4:49 am,3:50 pm
South Korea,Seoul,37.57,127,Asia/Seoul,1694558700,13/09/2023 07:45,23,73.4,Light rain,94,75,6:11 am,6:45 pm,3:06 am,5:45 pm
Sudan,Juba,12.15,24.45,Africa/Khartoum,1694558700,13/09/2023 00:45,26.2,79.2,Clear,66,23,6:11 am,6:25 pm,4:03 am,5:00 pm
Spain,Madrid,40.4,-3.68,Europe/Madrid,1694558700,13/09/2023 00:45,20,68,Clear,60,0,7:52 am,8:29 pm,5:03 am,7:44 pm
Sri Lanka,Colombo,6.93,79.85,Asia/Colombo,1694558700,13/09/2023 04:15,26,78.8,Partly cloudy,94,50,6:02 am,6:12 pm,3:53 am,4:34 pm
Sudan,Khartoum,15.59,32.53,Africa/Khartoum,1694558700,13/09/2023 00:45,29.8,85.6,Clear,51,8,5:38 am,5:54 pm,3:24 am,4:31 pm
Suriname,Paramaribo,5.83,-55.17,America/Paramaribo,1694558700,12/09/2023 19:45,32,89.6,Partly cloudy,59,25,6:32 am,6:42 pm,4:42 am,5:19 pm
Sweden,Stockholm,59.33,18.05,Europe/Stockholm,1694558700,13/09/2023 00:45,17,62.6,Partly cloudy,100,75,6:08 am,7:19 pm,2:05 am,7:24 pm
Switzerland,Bern,46.92,7.47,Europe/Zurich,1694558700,13/09/2023 00:45,19,66.2,Partly cloudy,78,75,7:03 am,7:49 pm,3:56 am,7:16 pm
Syria,Damascus,33.5,36.3,Asia/Damascus,1694558700,13/09/2023 01:45,23,73.4,Clear,38,0,6:16 am,6:46 pm,3:34 am,5:46 pm
Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe,1694558700,13/09/2023 03:45,20,68,Partly cloudy,68,75,6:03 am,6:39 pm,3:06 am,5:45 pm
Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam,1694558700,13/09/2023 01:45,20.3,68.5,Clear,74,5,6:32 am,6:35 pm,4:45 am,4:48 pm
Thailand,Bangkok,13.75,100.52,Asia/Bangkok,1694558700,13/09/2023 05:45,27,80.6,Partly cloudy,79,25,6:07 am,6:22 pm,3:46 am,4:50 pm
Timor-Leste,Dili,-8.56,125.57,Asia/Dili,1694558700,13/09/2023 07:45,25.4,77.7,Sunny,51,2,6:33 am,6:35 pm,4:39 am,4:33 pm
Bulgaria,Lom,43.81,23.24,Europe/Bucharest,1694558700,13/09/2023 01:45,19.7,67.5,Clear,42,0,7:02 am,7:44 pm,4:00 am,7:03 pm
Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu,1694558700,13/09/2023 11:45,26,78.8,Partly cloudy,79,25,6:41 am,6:34 pm,4:58 am,4:08 pm
Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain,1694558700,12/09/2023 18:45,30,86,Partly cloudy,70,25,5:56 am,6:09 pm,4:01 am,4:51 pm
Tunisia,Tunis,36.8,10.18,Africa/Tunis,1694558700,12/09/2023 23:45,26,78.8,Clear,84,0,5:59 am,6:32 pm,3:15 am,5:40 pm
Turkey,Ankara,39.93,32.86,Europe/Istanbul,1694558700,13/09/2023 01:45,14,57.2,Clear,51,0,6:26 am,7:03 pm,3:32 am,6:14 pm
